provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,weaptype1_txt,weapsubtype1_txt
Khyber Pakhtunkhwa,Mardan,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Patrol,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Nari Baba,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Touheed-ul-Islam (TuI),Member,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Bisham,Facility/Infrastructure Attack,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,Fodder Storage Site,Pakistan,Incendiary,Arson/Fire
Balochistan,Dera Bugti,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Sindh,Karachi,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Jamiat Ulema-e-Islam Fazl (JUI-F),Leader: Maulana Malik Zar,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Grenade
Sindh,Karachi,Armed Assault,Private Citizens & Property,69,Religion Identified,Not Applicable,"Shiite Civilians: Syed Aun Naqvi, Syed Mutahir Jafferi, Saleem Hussain",Pakistan,Firearms,Handgun
Khyber Pakhtunkhwa,Maneri Payan,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Patrol,Pakistan,Firearms,Unknown Gun Type
Balochistan,Dera Bugti,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Children,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Balochistan,Pir Koh,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Pasni,Armed Assault,Business,7,Retail/Grocery/Bakery,Unknown,Fertilizer Truck,Pakistan,Firearms,Unknown Gun Type
Balochistan,Pasni,Armed Assault,Business,7,Retail/Grocery/Bakery,Unknown,Fertilizer Truck,Pakistan,Firearms,Unknown Gun Type
Punjab,Taxila,Bombing/Explosion,Transportation,105,Taxi/Rickshaw,Unknown,Taxi Stand,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Punjab,Chak Bhako Shah,Armed Assault,Violent Political Party,109,Party Official/Candidate/Other Personnel,Pakistan People's Party (PPP),Politician: Mian Ghulam Ahmed Bodla,Pakistan,Firearms,Unknown Gun Type
Punjab,Jauharabad,Armed Assault,Religious Figures/Institutions,85,Religious Figure,Unknown,Prayer Leader: Hafeezullah,Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Bombing/Explosion,Business,2,Restaurant/Bar/Café,Unknown,Restaurant,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Dera Murad Jamali,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Telecommunication,90,Telephone/Telegraph,Unknown,Cell Phone Tower,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Mohmand district,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Ghundi,Armed Assault,Private Citizens & Property,68,Named Civilian,Not Applicable,Tribal Elder: Badshah Khan,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Hangu district,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Checkpost,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Religious Figures/Institutions,87,Affiliated Institution,Sunni Tehreek,Worker: Abdul Qadir,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Charsadda district,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Awami National Party (ANP),Party Worker,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Unknown,Railway Tracks,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Quetta,Hostage Taking (Kidnapping),Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Dr. Usman Khan,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Sherin Darra,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Khazyana Kandao,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Punjab,Gujranwala,Armed Assault,Private Citizens & Property,69,Religion Identified,Not Applicable,Ahmadi Civilian: Luqman Ahmad Shahzad,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Khyber district,Facility/Infrastructure Attack,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Forest of Member: Zahir Afridi,Pakistan,Incendiary,Arson/Fire
Balochistan,Asreli,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Frontier Corps (FC),Patrol,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Federally Administered Tribal Areas,Mohmand district,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Convoy,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Dargai,Bombing/Explosion,Business,5,Industrial/Textiles/Factory,Sher Steel Mills,Steel Mill,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Pir Sabak,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Tangai,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,Tribal Elder: Malik Said Rehman,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Sindh,Karachi,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Loti,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Bolan district,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Pakistan Railways,Railway Tracks,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Quetta,Hostage Taking (Kidnapping),Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Dr. Muhammad Aslam,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mohmand district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldiers,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Mohmand district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldier,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,84,Political Party Member/Rally,Jamaat-e-Islami (JI),Local Party Leader,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mandan,Facility/Infrastructure Attack,Educational Institution,49,School/University/Educational Building,Government of Pakistan,Primary School,Pakistan,Incendiary,Gasoline or Alcohol
Federally Administered Tribal Areas,Kurram district,Facility/Infrastructure Attack,Educational Institution,49,School/University/Educational Building,Government of Pakistan,Primary School,Pakistan,Incendiary,.
Khyber Pakhtunkhwa,Ailam,Hostage Taking (Kidnapping),Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Patrol Vehicle,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Jamrud,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Frontier Constabulary (FC),Checkpost,Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Pakistani Police,Van,Pakistan,Firearms,Unknown Gun Type
Balochistan,Loralai district,Hostage Taking (Kidnapping),NGO,,.,Unknown,Officials,Pakistan,Incendiary,Arson/Fire
Federally Administered Tribal Areas,Ghundi,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Unknown,.
Sindh,Karachi,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Doctor: Ahsan Ali,Pakistan,Firearms,Unknown Gun Type
Balochistan,Sibi,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Frontier Corps (FC),Vehicle,Pakistan,Explosives/Bombs/Dynamite,Sticky Bomb
Balochistan,Loralai district,Hostage Taking (Kidnapping),Police,22,"Police Building (headquarters, station, school)",Levies Forces,Police Station,Pakistan,Firearms,Unknown Gun Type
Balochistan,Dalbandin,Hostage Taking (Kidnapping),Private Citizens & Property,69,Religion Identified,Not Applicable,Sikh Trader: Sadar Manesh Singh,Pakistan,Unknown,.
Gilgit-Baltistan,Chatorkhand,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Government of Gilgit-Baltistan,Governor: Peer Karam Ali Shah,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Bekar,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Members,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Balochistan,Jhal Magsi,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,"Officers: Station House Officer Ghulam Ali Qanlandrani, Constable Mohammad Sharif Lashari",Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Shinawari,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Firearms,Unknown Gun Type
Balochistan,Dera Murad Jamali,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Awaran district,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Kurram district,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldier: Iftikhar,Pakistan,Firearms,Rifle/Shotgun (non-automatic)
Federally Administered Tribal Areas,Kurram district,Facility/Infrastructure Attack,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Residence of Polio Vaccination Worker: Muhammad Wazir,Pakistan,Incendiary,Arson/Fire
Balochistan,Sibi,Bombing/Explosion,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Eid Milad-un-Nabi Procession,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Balochistan,Tanga,Hostage Taking (Kidnapping),Government (General),18,"Government Personnel (excluding police, military)",Government of Pakistan,Provincial Assembly Clerk: Fazal Haq,Pakistan,Firearms,Unknown Gun Type
Balochistan,Zhob district,Hostage Taking (Kidnapping),Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Fazle Haq, Zakir Mohammad, Waqar Qureshi",Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Kalaya,Bombing/Explosion,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Volleyball Match,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Awami National Party (ANP),District President: Haji Saifullah Afridi,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Ghanam Shah,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldiers,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Federally Administered Tribal Areas,Mohmand district,Unknown,NGO,61,Domestic NGO,Unknown,Residence of Employee: Raham Sher Rehan,Pakistan,Unknown,.
Balochistan,Quetta,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Pir Koh,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Baezai,Bombing/Explosion,Police,25,Police Security Forces/Officers,Bomb Disposal Squad (BDS),Officer,Pakistan,Explosives/Bombs/Dynamite,Land Mine
Federally Administered Tribal Areas,Chamarkand,Bombing/Explosion,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Polio Vaccination Worker: Sanab Gul,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Sohbatpur,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Police Station,Pakistan,Firearms,Unknown Gun Type
Balochistan,Kholu district,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Levies Forces,Officer: Miro Hamal Khan,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,69,Religion Identified,Not Applicable,"Shiite Civilians: Salman Shabbir, Asad",Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Armed Assault,Business,7,Retail/Grocery/Bakery,Unknown,Narcotics Den,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Tank,Bombing/Explosion,Unknown,,.,Unknown,Unknown,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Salarzai,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Tribal Elder,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Religious Figures/Institutions,87,Affiliated Institution,Ahle Sunnat Wal Jamaat (ASWJ),Brother of President: Abdul Latif,Pakistan,Firearms,Unknown Gun Type
Balochistan,Quetta,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldiers,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Balochistan,Quetta,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Government of Pakistan,Residence of Official: Muhammad Akbar,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Jhal Jhao,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Levies Forces,Vehicle,Pakistan,Firearms,Unknown Gun Type
Balochistan,Jafarabad,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Shabak,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Pakistan Army,Vehicle,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,84,Political Party Member/Rally,Majlis Wahdat-e-Muslimeen (MWM),Worker: Sayed Salman Rizvi,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Police,"Constables: Baqio Khan, Abdul Bari",Pakistan,Firearms,Unknown Gun Type
Punjab,Rawalpindi,Bombing/Explosion,Religious Figures/Institutions,86,Place of Worship,Aun Muhammad Rizvi,Imambargah,Pakistan,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being)
Balochistan,Gwadar district,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Frontier Corps (FC),Convoy,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Jafarabad,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Pakistan Railways,Railway Track,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Datta Khel,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Federally Administered Tribal Areas,Kalaya,Bombing/Explosion,Religious Figures/Institutions,86,Place of Worship,Unknown,Mosque,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Sindh,Sukkur,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Army,Former Soldier: Karim Rajput,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Violent Political Party,109,Party Official/Candidate/Other Personnel,Muttahida Qaumi Movement (MQM),Worker: Nadeem Ahmad,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Damadola,Bombing/Explosion,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Mohammad Jan,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Khyber Pakhtunkhwa,Khula Dheri,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,Pakistan Railways,Railway Tracks,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Bashak,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Patrol,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Tijaban,Bombing/Explosion,Business,12,Construction,Frontier Works Organization (FWO),Construction Employees,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Mir Hasan,Bombing/Explosion,Utilities,106,Gas,Unknown,Gas Pipeline,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Balochistan,Turbat,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldier: Muhammad Ashraf,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Khyber Pakhtunkhwa,Hayatabad,Armed Assault,Business,6,Medical/Pharmaceutical,Ali Clinic,Doctor: Mohammad Syed Asim Hussian,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Urmar Payan,Assassination,Terrorists/Non-State Militia,94,Non-State Militia,Aman Lashkars,Member: Nyaz Wali,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Sindh,Karachi,Armed Assault,Business,6,Medical/Pharmaceutical,Unknown,Doctor: Syed Ali Akbar,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Doctor: Syed Yawar Hussain,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Bombing/Explosion,Police,25,Police Security Forces/Officers,Pakistani Police,Officers,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
